is_filler,cross,q_idx,filler
1,231,sw3054A-ms98-a-0042,um
1,0,sw3054A-ms98-a-0042,uh
0,-1,sw3063A-ms98-a-0018,qy
1,-1,sw3063A-ms98-a-0018,um
1,-1,sw3063A-ms98-a-0018,uh
1,-1,sw3063A-ms98-a-0018,uh
1,-1,sw3063A-ms98-a-0018,uh
1,-1,sw3063A-ms98-a-0018,uh
1,-1,sw3063A-ms98-a-0018,um
1,-1,sw3063A-ms98-a-0018,uh
1,-1,sw3063A-ms98-a-0018,um
1,-1,sw3063A-ms98-a-0018,um
1,-1,sw3063A-ms98-a-0018,um
1,-1,sw3063A-ms98-a-0018,um
1,-1,sw3063A-ms98-a-0018,uh
1,-1,sw3063A-ms98-a-0018,uh
1,-1,sw3063A-ms98-a-0018,um
1,-1,sw3063A-ms98-a-0018,um
0,2,sw3071A-ms98-a-0062,qy
1,329,sw3071A-ms98-a-0062,uh
1,304,sw3071A-ms98-a-0062,um
1,346,sw3071A-ms98-a-0062,um
1,304,sw3071A-ms98-a-0062,um
1,30,sw3071A-ms98-a-0062,um
1,326,sw3071A-ms98-a-0062,uh
1,0,sw3071A-ms98-a-0062,uh
1,312,sw3071A-ms98-a-0062,um
1,22,sw3071A-ms98-a-0062,um
1,309,sw3071A-ms98-a-0062,um
1,309,sw3071A-ms98-a-0062,um
1,330,sw3071A-ms98-a-0062,um
1,0,sw3071A-ms98-a-0062,uh
0,0,sw3072A-ms98-a-0011,qy
1,6,sw3072A-ms98-a-0011,um
1,13,sw3072A-ms98-a-0011,um
0,0,sw3087B-ms98-a-0051,qy
1,0,sw3087B-ms98-a-0051,um
1,7,sw3087B-ms98-a-0051,um
1,0,sw3087B-ms98-a-0051,um
1,0,sw3087B-ms98-a-0051,um
1,0,sw3087B-ms98-a-0051,uh
1,0,sw3087B-ms98-a-0051,um
1,0,sw3087B-ms98-a-0051,uh
0,0,sw3093A-ms98-a-0047,qy
1,0,sw3093A-ms98-a-0047,uh
1,0,sw3093A-ms98-a-0047,uh
1,0,sw3093A-ms98-a-0047,uh
0,5,sw3130B-ms98-a-0009,qy
1,0,sw3130B-ms98-a-0009,um
1,36,sw3130B-ms98-a-0009,um
1,0,sw3130B-ms98-a-0009,um
1,3,sw3130B-ms98-a-0009,uh
1,3,sw3130B-ms98-a-0009,uh
0,11,sw3133B-ms98-a-0027,qy
1,0,sw3133B-ms98-a-0027,uh
1,12,sw3133B-ms98-a-0027,um
0,0,sw3152A-ms98-a-0049,qy
1,0,sw3152A-ms98-a-0049,um
1,0,sw3152A-ms98-a-0049,uh
1,0,sw3152A-ms98-a-0049,uh
0,-1,sw3152A-ms98-a-0077,qy
1,-1,sw3152A-ms98-a-0077,um
1,-1,sw3152A-ms98-a-0077,uh
1,-1,sw3152A-ms98-a-0077,uh
0,-1,sw3154A-ms98-a-0003,qy
1,-1,sw3154A-ms98-a-0003,uh
1,-1,sw3154A-ms98-a-0003,uh
1,-1,sw3154A-ms98-a-0003,uh
1,-1,sw3154A-ms98-a-0003,uh
1,-1,sw3154A-ms98-a-0003,uh
1,-1,sw3154A-ms98-a-0003,uh
1,0,sw3154A-ms98-a-0003,uh
1,-1,sw3154A-ms98-a-0003,uh
1,-1,sw3154A-ms98-a-0003,uh
1,-1,sw3154A-ms98-a-0003,uh
0,21,sw3206A-ms98-a-0015,qy
1,0,sw3206A-ms98-a-0015,um
1,272,sw3206A-ms98-a-0015,uh
1,268,sw3206A-ms98-a-0015,um
0,0,sw3206B-ms98-a-0029,qy
1,505,sw3206B-ms98-a-0029,uh
1,500,sw3206B-ms98-a-0029,um
1,0,sw3206B-ms98-a-0029,uh
0,-1,sw3228A-ms98-a-0017,qy
1,-1,sw3228A-ms98-a-0017,um
0,-1,sw3231B-ms98-a-0047,qy
1,-1,sw3231B-ms98-a-0047,uh
1,-1,sw3231B-ms98-a-0047,uh
1,-1,sw3231B-ms98-a-0047,uh
1,-1,sw3231B-ms98-a-0047,uh
1,-1,sw3231B-ms98-a-0047,uh
0,-1,sw3231B-ms98-a-0048,qy
1,-1,sw3231B-ms98-a-0048,uh
1,-1,sw3231B-ms98-a-0048,uh
1,-1,sw3231B-ms98-a-0048,uh
1,-1,sw3231B-ms98-a-0048,uh
1,-1,sw3231B-ms98-a-0048,uh
0,0,sw3232A-ms98-a-0012,qy
1,6,sw3232A-ms98-a-0012,um
1,0,sw3232A-ms98-a-0012,uh
1,0,sw3232A-ms98-a-0012,um
0,0,sw3247A-ms98-a-0033,qy
1,16,sw3247A-ms98-a-0033,um
1,0,sw3247A-ms98-a-0033,uh
1,0,sw3247A-ms98-a-0033,uh
1,0,sw3247A-ms98-a-0033,uh
1,136,sw3247A-ms98-a-0033,uh
0,0,sw3247B-ms98-a-0017,qy
1,0,sw3247B-ms98-a-0017,uh
1,-1,sw3247B-ms98-a-0017,uh
1,0,sw3247B-ms98-a-0017,uh
1,0,sw3247B-ms98-a-0017,um
1,0,sw3247B-ms98-a-0017,uh
1,22,sw3247B-ms98-a-0017,uh
1,0,sw3247B-ms98-a-0017,uh
1,14,sw3247B-ms98-a-0017,uh
1,-1,sw3247B-ms98-a-0017,uh
0,0,sw3247B-ms98-a-0033,qy
1,0,sw3247B-ms98-a-0033,uh
1,-1,sw3247B-ms98-a-0033,uh
1,0,sw3247B-ms98-a-0033,uh
1,0,sw3247B-ms98-a-0033,um
1,0,sw3247B-ms98-a-0033,uh
1,0,sw3247B-ms98-a-0033,uh
1,0,sw3247B-ms98-a-0033,uh
1,0,sw3247B-ms98-a-0033,uh
1,-1,sw3247B-ms98-a-0033,uh
0,-1,sw3250A-ms98-a-0014,qy
1,-1,sw3250A-ms98-a-0014,uh
1,-1,sw3250A-ms98-a-0014,uh
1,-1,sw3250A-ms98-a-0014,uh
1,-1,sw3250A-ms98-a-0014,uh
0,-1,sw3253B-ms98-a-0008,qy
1,0,sw3253B-ms98-a-0008,uh
1,-1,sw3253B-ms98-a-0008,uh
1,-1,sw3253B-ms98-a-0008,uh
1,-1,sw3253B-ms98-a-0008,uh
0,4,sw3275B-ms98-a-0074,qy
1,8,sw3275B-ms98-a-0074,uh
0,0,sw3291B-ms98-a-0019,qy
1,0,sw3291B-ms98-a-0019,uh
1,1,sw3291B-ms98-a-0019,uh
1,0,sw3291B-ms98-a-0019,uh
1,0,sw3291B-ms98-a-0019,uh
1,0,sw3291B-ms98-a-0019,um
1,0,sw3291B-ms98-a-0019,uh
1,0,sw3291B-ms98-a-0019,uh
1,0,sw3291B-ms98-a-0019,uh
1,0,sw3291B-ms98-a-0019,uh
0,5,sw3310A-ms98-a-0045,qy
1,0,sw3310A-ms98-a-0045,uh
1,0,sw3310A-ms98-a-0045,uh
1,0,sw3310A-ms98-a-0045,uh
1,0,sw3310A-ms98-a-0045,uh
1,-1,sw3310A-ms98-a-0045,uh
0,2,sw3342A-ms98-a-0026,qy
1,1,sw3342A-ms98-a-0026,uh
0,-1,sw3342B-ms98-a-0048,qy
1,-1,sw3342B-ms98-a-0048,uh
0,0,sw3351A-ms98-a-0026,qy
1,1,sw3351A-ms98-a-0026,um
1,-1,sw3351A-ms98-a-0026,uh
1,-1,sw3351A-ms98-a-0026,um
1,11,sw3351A-ms98-a-0026,uh
1,1,sw3351A-ms98-a-0026,um
1,-1,sw3351A-ms98-a-0026,um
1,2,sw3351A-ms98-a-0026,um
1,0,sw3351A-ms98-a-0026,um
1,-1,sw3351A-ms98-a-0026,uh
0,0,sw3352A-ms98-a-0034,qy
1,-1,sw3352A-ms98-a-0034,um
1,-1,sw3352A-ms98-a-0034,um
1,0,sw3352A-ms98-a-0034,uh
1,0,sw3352A-ms98-a-0034,uh
1,0,sw3352A-ms98-a-0034,uh
1,0,sw3352A-ms98-a-0034,uh
1,1,sw3352A-ms98-a-0034,uh
0,0,sw3352A-ms98-a-0071,qy
1,-1,sw3352A-ms98-a-0071,um
1,-1,sw3352A-ms98-a-0071,um
1,0,sw3352A-ms98-a-0071,uh
1,0,sw3352A-ms98-a-0071,uh
1,0,sw3352A-ms98-a-0071,uh
1,0,sw3352A-ms98-a-0071,uh
1,0,sw3352A-ms98-a-0071,uh
0,0,sw3353A-ms98-a-0037,qy
1,1,sw3353A-ms98-a-0037,um
1,0,sw3353A-ms98-a-0037,uh
1,0,sw3353A-ms98-a-0037,uh
1,0,sw3353A-ms98-a-0037,uh
1,0,sw3353A-ms98-a-0037,uh
1,0,sw3353A-ms98-a-0037,uh
0,-1,sw3353A-ms98-a-0046,qy
1,-1,sw3353A-ms98-a-0046,um
1,-1,sw3353A-ms98-a-0046,uh
1,0,sw3353A-ms98-a-0046,uh
1,-1,sw3353A-ms98-a-0046,uh
1,0,sw3353A-ms98-a-0046,uh
1,-1,sw3353A-ms98-a-0046,uh
0,0,sw3361A-ms98-a-0028,qy
1,0,sw3361A-ms98-a-0028,uh
1,0,sw3361A-ms98-a-0028,uh
1,0,sw3361A-ms98-a-0028,uh
1,0,sw3361A-ms98-a-0028,uh
0,-1,sw3361A-ms98-a-0032,qy
1,-1,sw3361A-ms98-a-0032,uh
1,-1,sw3361A-ms98-a-0032,uh
1,-1,sw3361A-ms98-a-0032,uh
1,-1,sw3361A-ms98-a-0032,uh
0,0,sw3371B-ms98-a-0042,qy
1,0,sw3371B-ms98-a-0042,uh
1,1,sw3371B-ms98-a-0042,uh
1,0,sw3371B-ms98-a-0042,uh
1,1,sw3371B-ms98-a-0042,uh
1,-1,sw3371B-ms98-a-0042,um
1,0,sw3371B-ms98-a-0042,uh
1,1,sw3371B-ms98-a-0042,uh
1,0,sw3371B-ms98-a-0042,uh
1,-1,sw3371B-ms98-a-0042,uh
0,0,sw3372A-ms98-a-0019,qy
1,-1,sw3372A-ms98-a-0019,um
1,1,sw3372A-ms98-a-0019,uh
1,-1,sw3372A-ms98-a-0019,um
0,0,sw3377A-ms98-a-0058,qy
1,401,sw3377A-ms98-a-0058,uh
1,0,sw3377A-ms98-a-0058,uh
1,0,sw3377A-ms98-a-0058,uh
1,0,sw3377A-ms98-a-0058,uh
1,315,sw3377A-ms98-a-0058,uh
0,0,sw3381B-ms98-a-0005,qy
1,499,sw3381B-ms98-a-0005,um
0,-1,sw3386B-ms98-a-0024,qy
1,-1,sw3386B-ms98-a-0024,uh
1,-1,sw3386B-ms98-a-0024,uh
1,-1,sw3386B-ms98-a-0024,uh
0,0,sw3387A-ms98-a-0039,qy
1,0,sw3387A-ms98-a-0039,um
1,0,sw3387A-ms98-a-0039,um
0,0,sw3393B-ms98-a-0023,qy
1,0,sw3393B-ms98-a-0023,uh
1,0,sw3393B-ms98-a-0023,uh
1,0,sw3393B-ms98-a-0023,uh
1,1,sw3393B-ms98-a-0023,uh
1,0,sw3393B-ms98-a-0023,uh
1,0,sw3393B-ms98-a-0023,um
1,0,sw3393B-ms98-a-0023,um
0,0,sw3433A-ms98-a-0028,qy
1,251,sw3433A-ms98-a-0028,uh
1,257,sw3433A-ms98-a-0028,um
1,246,sw3433A-ms98-a-0028,uh
0,-1,sw3441A-ms98-a-0048,qy
1,-1,sw3441A-ms98-a-0048,uh
0,246,sw3441A-ms98-a-0050,qy
1,294,sw3441A-ms98-a-0050,uh
0,0,sw3443A-ms98-a-0006,qy
1,0,sw3443A-ms98-a-0006,uh
1,0,sw3443A-ms98-a-0006,uh
0,0,sw3445A-ms98-a-0039,qy
1,3,sw3445A-ms98-a-0039,uh
1,-1,sw3445A-ms98-a-0039,um
1,-1,sw3445A-ms98-a-0039,um
1,-1,sw3445A-ms98-a-0039,uh
1,-1,sw3445A-ms98-a-0039,um
0,0,sw3445A-ms98-a-0049,qy
1,0,sw3445A-ms98-a-0049,uh
1,0,sw3445A-ms98-a-0049,um
1,0,sw3445A-ms98-a-0049,um
1,0,sw3445A-ms98-a-0049,uh
1,0,sw3445A-ms98-a-0049,um
0,0,sw3445B-ms98-a-0010,qy
1,5,sw3445B-ms98-a-0010,um
0,0,sw3445B-ms98-a-0023,qy
1,1,sw3445B-ms98-a-0023,um
0,0,sw3447A-ms98-a-0014,qy
1,1,sw3447A-ms98-a-0014,uh
0,0,sw3448B-ms98-a-0078,qy
1,6,sw3448B-ms98-a-0078,uh
1,3,sw3448B-ms98-a-0078,um
1,0,sw3448B-ms98-a-0078,uh
1,160,sw3448B-ms98-a-0078,uh
1,1,sw3448B-ms98-a-0078,uh
0,0,sw3449A-ms98-a-0013,qy
1,0,sw3449A-ms98-a-0013,uh
1,0,sw3449A-ms98-a-0013,uh
1,0,sw3449A-ms98-a-0013,uh
1,0,sw3449A-ms98-a-0013,uh
0,0,sw3449B-ms98-a-0048,qy
1,193,sw3449B-ms98-a-0048,um
1,1,sw3449B-ms98-a-0048,um
1,10,sw3449B-ms98-a-0048,uh
1,0,sw3449B-ms98-a-0048,uh
1,198,sw3449B-ms98-a-0048,um
1,0,sw3449B-ms98-a-0048,uh
1,0,sw3449B-ms98-a-0048,um
0,0,sw3458A-ms98-a-0041,qy
1,0,sw3458A-ms98-a-0041,um
1,232,sw3458A-ms98-a-0041,uh
1,0,sw3458A-ms98-a-0041,um
1,302,sw3458A-ms98-a-0041,um
1,0,sw3458A-ms98-a-0041,uh
1,0,sw3458A-ms98-a-0041,um
0,1,sw3476A-ms98-a-0052,qy
1,234,sw3476A-ms98-a-0052,uh
1,234,sw3476A-ms98-a-0052,uh
1,259,sw3476A-ms98-a-0052,uh
1,205,sw3476A-ms98-a-0052,uh
1,190,sw3476A-ms98-a-0052,uh
1,246,sw3476A-ms98-a-0052,uh
1,231,sw3476A-ms98-a-0052,uh
1,190,sw3476A-ms98-a-0052,uh
1,237,sw3476A-ms98-a-0052,uh
1,291,sw3476A-ms98-a-0052,um
1,267,sw3476A-ms98-a-0052,uh
0,29,sw3491A-ms98-a-0041,qy
1,-1,sw3491A-ms98-a-0041,uh
0,1,sw3491A-ms98-a-0073,qy
1,0,sw3491A-ms98-a-0073,uh
0,0,sw3495A-ms98-a-0038,qy
1,3,sw3495A-ms98-a-0038,uh
1,0,sw3495A-ms98-a-0038,um
1,0,sw3495A-ms98-a-0038,um
1,3,sw3495A-ms98-a-0038,uh
1,0,sw3495A-ms98-a-0038,uh
1,0,sw3495A-ms98-a-0038,uh
0,1,sw3497A-ms98-a-0016,qy
1,499,sw3497A-ms98-a-0016,um
0,0,sw3497A-ms98-a-0044,qy
1,0,sw3497A-ms98-a-0044,um
0,0,sw3497A-ms98-a-0071,qy
1,36,sw3497A-ms98-a-0071,um
0,0,sw3497B-ms98-a-0054,qy
1,0,sw3497B-ms98-a-0054,um
0,0,sw3497B-ms98-a-0059,qy
1,0,sw3497B-ms98-a-0059,um
0,0,sw3503B-ms98-a-0042,qy
1,226,sw3503B-ms98-a-0042,um
1,0,sw3503B-ms98-a-0042,um
0,0,sw3506A-ms98-a-0026,qy
1,0,sw3506A-ms98-a-0026,um
1,0,sw3506A-ms98-a-0026,um
1,0,sw3506A-ms98-a-0026,uh
1,0,sw3506A-ms98-a-0026,um
1,0,sw3506A-ms98-a-0026,um
1,0,sw3506A-ms98-a-0026,um
1,0,sw3506A-ms98-a-0026,um
1,0,sw3506A-ms98-a-0026,um
1,0,sw3506A-ms98-a-0026,um
1,0,sw3506A-ms98-a-0026,uh
0,1,sw3506B-ms98-a-0014,qy
1,252,sw3506B-ms98-a-0014,uh
1,241,sw3506B-ms98-a-0014,uh
1,257,sw3506B-ms98-a-0014,uh
1,0,sw3506B-ms98-a-0014,um
1,4,sw3506B-ms98-a-0014,uh
1,25,sw3506B-ms98-a-0014,uh
1,0,sw3506B-ms98-a-0014,uh
1,225,sw3506B-ms98-a-0014,uh
1,1,sw3506B-ms98-a-0014,uh
1,0,sw3506B-ms98-a-0014,uh
1,3,sw3506B-ms98-a-0014,uh
1,254,sw3506B-ms98-a-0014,uh
0,-1,sw3506B-ms98-a-0047,qy
1,-1,sw3506B-ms98-a-0047,uh
1,-1,sw3506B-ms98-a-0047,uh
1,-1,sw3506B-ms98-a-0047,uh
1,-1,sw3506B-ms98-a-0047,um
1,-1,sw3506B-ms98-a-0047,uh
1,-1,sw3506B-ms98-a-0047,uh
1,0,sw3506B-ms98-a-0047,uh
1,-1,sw3506B-ms98-a-0047,uh
1,-1,sw3506B-ms98-a-0047,uh
1,0,sw3506B-ms98-a-0047,uh
1,-1,sw3506B-ms98-a-0047,uh
1,-1,sw3506B-ms98-a-0047,uh
0,0,sw3514A-ms98-a-0007,qy
1,-1,sw3514A-ms98-a-0007,um
1,0,sw3514A-ms98-a-0007,um
0,2,sw3518A-ms98-a-0013,qy
1,314,sw3518A-ms98-a-0013,uh
0,0,sw3518B-ms98-a-0031,qy
1,-1,sw3518B-ms98-a-0031,uh
1,-1,sw3518B-ms98-a-0031,uh
1,-1,sw3518B-ms98-a-0031,uh
1,0,sw3518B-ms98-a-0031,uh
1,0,sw3518B-ms98-a-0031,uh
1,-1,sw3518B-ms98-a-0031,uh
0,0,sw3521B-ms98-a-0011,qy
1,0,sw3521B-ms98-a-0011,uh
1,1,sw3521B-ms98-a-0011,uh
1,0,sw3521B-ms98-a-0011,uh
1,0,sw3521B-ms98-a-0011,uh
1,-1,sw3521B-ms98-a-0011,uh
1,4,sw3521B-ms98-a-0011,uh
1,0,sw3521B-ms98-a-0011,uh
1,0,sw3521B-ms98-a-0011,uh
1,-1,sw3521B-ms98-a-0011,uh
1,-1,sw3521B-ms98-a-0011,uh
1,-1,sw3521B-ms98-a-0011,uh
0,3,sw3550B-ms98-a-0064,qy
1,0,sw3550B-ms98-a-0064,uh
1,0,sw3550B-ms98-a-0064,um
1,0,sw3550B-ms98-a-0064,uh
1,0,sw3550B-ms98-a-0064,uh
1,2,sw3550B-ms98-a-0064,um
1,7,sw3550B-ms98-a-0064,uh
0,0,sw3569A-ms98-a-0006,qy
1,259,sw3569A-ms98-a-0006,uh
1,1,sw3569A-ms98-a-0006,uh
1,0,sw3569A-ms98-a-0006,uh
0,1,sw3626A-ms98-a-0008,qy
1,0,sw3626A-ms98-a-0008,uh
1,0,sw3626A-ms98-a-0008,uh
0,3,sw3628A-ms98-a-0025,qy
1,0,sw3628A-ms98-a-0025,um
1,31,sw3628A-ms98-a-0025,um
1,0,sw3628A-ms98-a-0025,uh
1,0,sw3628A-ms98-a-0025,uh
1,0,sw3628A-ms98-a-0025,uh
1,0,sw3628A-ms98-a-0025,uh
1,0,sw3628A-ms98-a-0025,uh
1,1,sw3628A-ms98-a-0025,uh
1,0,sw3628A-ms98-a-0025,uh
0,0,sw3633A-ms98-a-0040,qy
1,0,sw3633A-ms98-a-0040,uh
1,0,sw3633A-ms98-a-0040,uh
1,0,sw3633A-ms98-a-0040,uh
1,0,sw3633A-ms98-a-0040,uh
1,0,sw3633A-ms98-a-0040,uh
1,0,sw3633A-ms98-a-0040,uh
0,3,sw3636A-ms98-a-0037,qy
1,-1,sw3636A-ms98-a-0037,um
1,0,sw3636A-ms98-a-0037,uh
1,0,sw3636A-ms98-a-0037,uh
1,-1,sw3636A-ms98-a-0037,uh
1,-1,sw3636A-ms98-a-0037,uh
0,0,sw3638B-ms98-a-0045,qy
1,0,sw3638B-ms98-a-0045,uh
1,-1,sw3638B-ms98-a-0045,uh
0,-1,sw3660A-ms98-a-0049,qy
1,-1,sw3660A-ms98-a-0049,uh
1,-1,sw3660A-ms98-a-0049,uh
1,-1,sw3660A-ms98-a-0049,uh
1,-1,sw3660A-ms98-a-0049,uh
1,-1,sw3660A-ms98-a-0049,um
1,-1,sw3660A-ms98-a-0049,uh
1,-1,sw3660A-ms98-a-0049,uh
1,-1,sw3660A-ms98-a-0049,uh
0,-1,sw3660A-ms98-a-0050,qy
1,-1,sw3660A-ms98-a-0050,uh
1,-1,sw3660A-ms98-a-0050,uh
1,-1,sw3660A-ms98-a-0050,uh
1,-1,sw3660A-ms98-a-0050,uh
1,-1,sw3660A-ms98-a-0050,um
1,-1,sw3660A-ms98-a-0050,uh
1,-1,sw3660A-ms98-a-0050,uh
1,-1,sw3660A-ms98-a-0050,uh
0,0,sw3697A-ms98-a-0013,qy
1,0,sw3697A-ms98-a-0013,um
1,0,sw3697A-ms98-a-0013,um
0,0,sw3703B-ms98-a-0031,qy
1,22,sw3703B-ms98-a-0031,uh
0,0,sw3703B-ms98-a-0039,qy
1,0,sw3703B-ms98-a-0039,uh
0,5,sw3709A-ms98-a-0025,qy
1,-1,sw3709A-ms98-a-0025,um
1,22,sw3709A-ms98-a-0025,um
1,-1,sw3709A-ms98-a-0025,um
1,1,sw3709A-ms98-a-0025,um
1,3,sw3709A-ms98-a-0025,um
1,3,sw3709A-ms98-a-0025,um
0,-1,sw3709B-ms98-a-0032,qy
1,-1,sw3709B-ms98-a-0032,um
1,-1,sw3709B-ms98-a-0032,uh
1,-1,sw3709B-ms98-a-0032,uh
0,0,sw3735B-ms98-a-0013,qy
1,0,sw3735B-ms98-a-0013,um
1,0,sw3735B-ms98-a-0013,um
1,0,sw3735B-ms98-a-0013,um
0,222,sw3747B-ms98-a-0008,qy
1,249,sw3747B-ms98-a-0008,um
0,0,sw3747B-ms98-a-0035,qy
1,0,sw3747B-ms98-a-0035,um
0,0,sw3747B-ms98-a-0038,qy
1,33,sw3747B-ms98-a-0038,um
0,0,sw3760A-ms98-a-0026,qy
1,0,sw3760A-ms98-a-0026,um
1,9,sw3760A-ms98-a-0026,um
1,0,sw3760A-ms98-a-0026,um
1,-1,sw3760A-ms98-a-0026,um
1,0,sw3760A-ms98-a-0026,um
0,209,sw3769A-ms98-a-0068,qy
1,245,sw3769A-ms98-a-0068,um
1,3,sw3769A-ms98-a-0068,uh
1,225,sw3769A-ms98-a-0068,uh
1,3,sw3769A-ms98-a-0068,uh
0,-1,sw3769B-ms98-a-0034,qy
1,-1,sw3769B-ms98-a-0034,um
0,0,sw3769B-ms98-a-0048,qy
1,0,sw3769B-ms98-a-0048,um
0,-1,sw3797B-ms98-a-0045,qy
1,-1,sw3797B-ms98-a-0045,uh
1,-1,sw3797B-ms98-a-0045,uh
1,12,sw3797B-ms98-a-0045,uh
1,-1,sw3797B-ms98-a-0045,um
1,-1,sw3797B-ms98-a-0045,uh
1,9,sw3797B-ms98-a-0045,uh
0,20,sw3797B-ms98-a-0047,qy
1,225,sw3797B-ms98-a-0047,uh
1,218,sw3797B-ms98-a-0047,uh
1,176,sw3797B-ms98-a-0047,uh
1,223,sw3797B-ms98-a-0047,um
1,165,sw3797B-ms98-a-0047,uh
1,174,sw3797B-ms98-a-0047,uh
0,0,sw3838B-ms98-a-0011,qy
1,12,sw3838B-ms98-a-0011,um
1,0,sw3838B-ms98-a-0011,um
1,0,sw3838B-ms98-a-0011,um
1,5,sw3838B-ms98-a-0011,um
0,0,sw3838B-ms98-a-0020,qy
1,499,sw3838B-ms98-a-0020,um
1,0,sw3838B-ms98-a-0020,um
1,0,sw3838B-ms98-a-0020,um
1,31,sw3838B-ms98-a-0020,um
0,0,sw3838B-ms98-a-0027,qy
1,499,sw3838B-ms98-a-0027,um
1,0,sw3838B-ms98-a-0027,um
1,0,sw3838B-ms98-a-0027,um
1,55,sw3838B-ms98-a-0027,um
0,0,sw3838B-ms98-a-0029,qy
1,499,sw3838B-ms98-a-0029,um
1,0,sw3838B-ms98-a-0029,um
1,0,sw3838B-ms98-a-0029,um
1,502,sw3838B-ms98-a-0029,um
0,1,sw3993A-ms98-a-0011,qy
1,0,sw3993A-ms98-a-0011,uh
0,0,sw3993A-ms98-a-0021,qy
1,0,sw3993A-ms98-a-0021,uh
0,0,sw3993A-ms98-a-0029,qy
1,0,sw3993A-ms98-a-0029,uh
0,12,sw4004A-ms98-a-0026,qy
1,175,sw4004A-ms98-a-0026,um
1,353,sw4004A-ms98-a-0026,um
0,1,sw4004B-ms98-a-0029,qy
1,-1,sw4004B-ms98-a-0029,um
1,-1,sw4004B-ms98-a-0029,uh
1,-1,sw4004B-ms98-a-0029,uh
1,-1,sw4004B-ms98-a-0029,uh
1,-1,sw4004B-ms98-a-0029,uh
1,-1,sw4004B-ms98-a-0029,uh
1,-1,sw4004B-ms98-a-0029,uh
1,2,sw4004B-ms98-a-0029,um
1,-1,sw4004B-ms98-a-0029,um
1,-1,sw4004B-ms98-a-0029,uh
1,-1,sw4004B-ms98-a-0029,uh
1,-1,sw4004B-ms98-a-0029,uh
1,-1,sw4004B-ms98-a-0029,uh
0,0,sw4028A-ms98-a-0006,qy
1,0,sw4028A-ms98-a-0006,uh
1,499,sw4028A-ms98-a-0006,um
0,-1,sw4037A-ms98-a-0048,qy
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
1,-1,sw4037A-ms98-a-0048,uh
0,13,sw4037A-ms98-a-0050,qy
1,11,sw4037A-ms98-a-0050,uh
1,-1,sw4037A-ms98-a-0050,uh
1,504,sw4037A-ms98-a-0050,uh
1,15,sw4037A-ms98-a-0050,uh
1,-1,sw4037A-ms98-a-0050,uh
1,485,sw4037A-ms98-a-0050,uh
1,-1,sw4037A-ms98-a-0050,uh
1,487,sw4037A-ms98-a-0050,uh
1,492,sw4037A-ms98-a-0050,uh
1,502,sw4037A-ms98-a-0050,uh
1,-1,sw4037A-ms98-a-0050,uh
1,12,sw4037A-ms98-a-0050,uh
1,-1,sw4037A-ms98-a-0050,uh
0,0,sw4055A-ms98-a-0050,qy
1,3,sw4055A-ms98-a-0050,um
0,1,sw4055A-ms98-a-0051,qy
1,0,sw4055A-ms98-a-0051,um
0,0,sw4055B-ms98-a-0024,qy
1,0,sw4055B-ms98-a-0024,uh
1,0,sw4055B-ms98-a-0024,uh
1,0,sw4055B-ms98-a-0024,uh
1,0,sw4055B-ms98-a-0024,uh
1,1,sw4055B-ms98-a-0024,uh
1,0,sw4055B-ms98-a-0024,uh
1,0,sw4055B-ms98-a-0024,uh
0,-1,sw4056A-ms98-a-0047,qy
1,-1,sw4056A-ms98-a-0047,uh
1,-1,sw4056A-ms98-a-0047,uh
1,-1,sw4056A-ms98-a-0047,um
1,-1,sw4056A-ms98-a-0047,uh
1,-1,sw4056A-ms98-a-0047,uh
1,-1,sw4056A-ms98-a-0047,uh
1,-1,sw4056A-ms98-a-0047,uh
0,3,sw4071A-ms98-a-0021,qy
1,1,sw4071A-ms98-a-0021,uh
1,1,sw4071A-ms98-a-0021,uh
1,4,sw4071A-ms98-a-0021,uh
1,3,sw4071A-ms98-a-0021,uh
0,0,sw4129B-ms98-a-0075,qy
1,0,sw4129B-ms98-a-0075,uh
1,0,sw4129B-ms98-a-0075,uh
1,0,sw4129B-ms98-a-0075,uh
0,0,sw4130B-ms98-a-0007,qy
1,0,sw4130B-ms98-a-0007,uh
1,0,sw4130B-ms98-a-0007,um
1,0,sw4130B-ms98-a-0007,uh
1,0,sw4130B-ms98-a-0007,um
1,15,sw4130B-ms98-a-0007,uh
1,0,sw4130B-ms98-a-0007,um
0,0,sw4154B-ms98-a-0021,qy
1,0,sw4154B-ms98-a-0021,uh
1,0,sw4154B-ms98-a-0021,uh
1,0,sw4154B-ms98-a-0021,uh
1,0,sw4154B-ms98-a-0021,uh
1,0,sw4154B-ms98-a-0021,uh
1,0,sw4154B-ms98-a-0021,uh
1,0,sw4154B-ms98-a-0021,uh
0,237,sw4154B-ms98-a-0039,qy
1,239,sw4154B-ms98-a-0039,uh
1,3,sw4154B-ms98-a-0039,uh
